code,chapter,umap_1,umap_2,tsne_1,tsne_2
V431,XX External Causes,1.9038227,-4.8337545,-67.72547,23.780151
V433,XX External Causes,1.8869059,-4.786877,-67.73483,23.75853
V434,XX External Causes,1.8780124,-4.8380804,-67.73343,23.753115
V435,XX External Causes,1.867084,-4.834427,-67.74381,23.777702
V436,XX External Causes,1.8719829,-4.8301587,-67.735306,23.753746
V4369,XX External Causes,1.8688332,-4.830114,-67.73606,23.759245
V439,XX External Causes,1.8620169,-4.828779,-67.73241,23.681955
V440,XX External Causes,3.3693283,-5.1930428,-63.425026,24.9116
V445,XX External Causes,3.3290944,-5.32267,-63.402573,24.900242
V446,XX External Causes,3.2540195,-5.331444,-63.471825,24.920671
V455,XX External Causes,4.926706,-3.3188672,-48.252266,11.0084
V459,XX External Causes,4.850049,-3.3373437,-48.35184,11.31618
V465,XX External Causes,4.7365584,-3.4498208,-48.716118,11.062441
V470,XX External Causes,2.362233,-5.7643137,-66.41283,30.6717
V471,XX External Causes,2.41174,-5.7709494,-66.59624,30.58671
V472,XX External Causes,2.337477,-5.778596,-66.674126,30.640455
V474,XX External Causes,2.3273277,-5.7745476,-66.53622,30.56996
V475,XX External Causes,2.347129,-5.7685976,-66.39263,30.620853
V476,XX External Causes,2.3453298,-5.7521267,-66.72578,30.645838
V479,XX External Causes,2.348272,-5.743469,-66.59115,30.585306
V480,XX External Causes,2.3205845,-5.746637,-67.46184,28.763226
V481,XX External Causes,2.287925,-5.761252,-67.19233,28.881134
V482,XX External Causes,2.3304617,-5.7826567,-66.87438,28.915724
V484,XX External Causes,2.3044183,-5.795049,-67.245224,28.943256
V485,XX External Causes,2.2988193,-5.77872,-67.22935,29.017181
V486,XX External Causes,2.3366969,-5.8119097,-67.290855,28.915218
V487,XX External Causes,2.294507,-5.778974,-67.16095,28.951714
V489,XX External Causes,2.2819016,-5.7256174,-67.47896,28.707335
V490,XX External Causes,3.0449133,-4.627586,-67.20763,18.791569
V493,XX External Causes,3.028165,-4.636204,-67.40872,18.775673
V494,XX External Causes,2.9682763,-4.655922,-67.44389,18.983158
V4940,XX External Causes,2.9908836,-4.6423984,-67.31471,18.809988
V495,XX External Causes,3.038806,-4.642462,-66.9909,17.439243
V4959,XX External Causes,3.054767,-4.633342,-67.30694,18.679064
V496,XX External Causes,2.9977057,-4.655842,-67.15449,18.640762
V498,XX External Causes,2.9977405,-4.643366,-67.12319,17.858364
V4988,XX External Causes,3.0507977,-4.5923624,-66.780396,17.631962
V499,XX External Causes,3.0065947,-4.610945,-67.110085,18.514776
V535,XX External Causes,5.2932277,-3.150597,-44.927837,7.0607786
V536,XX External Causes,5.3212724,-3.1141732,-44.8626,6.9573407
V539,XX External Causes,5.279935,-3.1317558,-44.890915,6.9034934
V545,XX External Causes,4.8436723,-3.506783,-50.87327,8.696068
V582,XX External Causes,5.623076,-2.8339562,-40.883244,7.1004105
V584,XX External Causes,5.5160384,-2.9202342,-41.252686,7.111947
V585,XX External Causes,5.474997,-2.975295,-41.423088,7.1176586
V598,XX External Causes,4.5742664,-3.542246,-48.724163,16.682425
V599,XX External Causes,4.5285206,-3.5308874,-48.737675,16.733156
V635,XX External Causes,4.8763647,-3.4731178,-50.50068,8.667523
V644,XX External Causes,6.6973515,-1.9724054,-34.100075,7.5112057
V645,XX External Causes,6.7166862,-1.9589015,-34.096478,7.610186
V655,XX External Causes,5.765369,-2.7035885,-38.6421,6.5991898
V675,XX External Causes,4.807878,-4.3184547,-54.166027,2.7106068
V680,XX External Causes,5.1400094,-3.1959121,-46.083298,8.516939
V681,XX External Causes,5.1258454,-3.2000365,-46.05329,8.50134
V682,XX External Causes,5.1372256,-3.1975384,-46.06725,8.587419
V683,XX External Causes,5.1780562,-3.1384628,-46.07685,8.543807
V684,XX External Causes,5.078923,-3.224952,-45.99399,8.481198
V685,XX External Causes,5.0710545,-3.23377,-46.098663,8.552344
V686,XX External Causes,5.134732,-3.1693983,-46.014687,8.485438
V693,XX External Causes,4.5576434,-3.5284393,-48.76487,16.65486
V698,XX External Causes,4.4941697,-3.51775,-48.760216,16.645477
V699,XX External Causes,4.391421,-3.5235589,-48.783966,16.72336
V707,XX External Causes,6.100283,-2.4382064,-36.828423,7.071909
V736,XX External Causes,4.4723015,-3.919502,-54.008877,9.427926
V775,XX External Causes,5.2996593,-3.1205966,-44.402943,7.3775444
V781,XX External Causes,2.5430553,-3.4691932,-72.38749,2.6283033
V783,XX External Causes,2.531123,-3.4502807,-72.362785,2.5787766
V784,XX External Causes,2.542075,-3.399401,-72.35314,2.5750833
V786,XX External Causes,2.5396903,-3.5167742,-72.34827,2.610663
V789,XX External Causes,2.5391893,-3.4035306,-72.38502,2.5658045
V791,XX External Causes,3.124494,-4.4358144,-67.21983,14.042344
V793,XX External Causes,3.0956166,-4.4156895,-67.4116,14.055367
V795,XX External Causes,3.132876,-4.4450855,-67.21657,14.035375
V798,XX External Causes,3.0431824,-4.4528513,-67.33756,14.139655
V799,XX External Causes,3.1128435,-4.432391,-67.25735,14.10138
V80,XX External Causes,1.8959265,-5.1559706,-68.53038,25.084711
V800,XX External Causes,1.8884958,-5.182154,-68.64877,25.346573
V8011,XX External Causes,1.9085834,-5.1566577,-68.62755,25.256508
V809,XX External Causes,1.892571,-5.195094,-68.56216,25.114271
V81,XX External Causes,4.482726,-4.765874,-54.220165,23.037783
V812,XX External Causes,4.495831,-4.7865324,-54.163513,23.06231
V813,XX External Causes,4.5176964,-4.751529,-54.1112,22.959137
V814,XX External Causes,4.492623,-4.795191,-54.48726,23.272825
V815,XX External Causes,4.5553355,-4.70413,-54.160217,23.058876
V818,XX External Causes,4.5338545,-4.7777047,-54.165703,23.034893
V819,XX External Causes,4.4577465,-4.7823377,-54.213406,23.119898
V821,XX External Causes,4.9564176,-3.318086,-48.460335,9.557063
V824,XX External Causes,4.958457,-3.3308706,-48.496048,9.4763775
V825,XX External Causes,4.922693,-3.357356,-48.836655,9.538946
V826,XX External Causes,4.917235,-3.3496215,-48.70718,9.476008
V83,XX External Causes,5.3851695,-3.2090762,-44.384075,4.558328
V837,XX External Causes,5.404598,-3.173591,-44.364143,4.5121784
V8372,XX External Causes,5.394194,-3.18713,-44.404163,4.517285
V839,XX External Causes,5.371887,-3.2336016,-44.378254,4.5678325
V845,XX External Causes,5.360852,-3.0836856,-44.303318,6.911379
V846,XX External Causes,5.3537817,-3.0796566,-44.27489,7.079932
V849,XX External Causes,5.3537083,-3.083058,-44.245914,7.0789475
V85,XX External Causes,6.6576395,-2.0129733,-34.65013,7.1771913
V865,XX External Causes,5.065436,-4.0768113,-52.126553,3.7714534
V866,XX External Causes,5.0191135,-4.075872,-52.074722,3.9512303
V869,XX External Causes,5.103629,-4.038183,-52.01387,3.9562192
V870,XX External Causes,5.200644,-3.9630423,-50.654243,3.158873
V871,XX External Causes,5.23014,-3.9546885,-50.679794,3.1609912
V872,XX External Causes,5.2378807,-3.9535937,-50.631477,3.1508324
V873,XX External Causes,5.2197127,-3.9636526,-50.631897,3.1549351
V874,XX External Causes,5.2780695,-3.9285934,-50.65725,3.138955
V875,XX External Causes,5.2337966,-3.9609053,-50.637413,3.1623683
V876,XX External Causes,5.221645,-3.9724617,-50.652027,3.1605136
V877,XX External Causes,5.209615,-3.9930203,-50.64153,3.142532
V878,XX External Causes,5.2136345,-3.9755774,-50.65811,3.1465063
V879,XX External Causes,5.214358,-3.9866602,-50.6572,3.1480222
V888,XX External Causes,5.3676467,-3.0690074,-42.88694,7.570756
V889,XX External Causes,5.33581,-3.0903637,-42.895542,7.5606017
V890,XX External Causes,2.9994485,-4.6691213,-65.6867,19.158316
V891,XX External Causes,3.024206,-4.651057,-65.67853,19.150602
V892,XX External Causes,2.9904437,-4.661965,-65.68351,19.144764
V893,XX External Causes,3.028266,-4.671708,-65.69465,19.153692
V899,XX External Causes,2.9736588,-4.686255,-65.7711,19.145168
V919,XX External Causes,4.7798057,-3.6237679,-51.407642,8.835609
V9209,XX External Causes,5.3901963,-4.1749024,-51.534832,0.8459708
V922,XX External Causes,5.3321037,-4.186566,-51.466503,0.8482378
V923,XX External Causes,5.331231,-4.197121,-51.429188,0.86694753
V926,XX External Causes,5.352552,-4.1725774,-51.417942,0.88623554
V929,XX External Causes,5.2989745,-4.2306857,-51.43979,0.8660552
V93,XX External Causes,3.920975,-4.259051,-63.751102,12.68038
V930,XX External Causes,3.9081264,-4.262119,-63.75317,12.683031
V931,XX External Causes,3.9270062,-4.2727227,-63.68645,12.674484
V933,XX External Causes,3.864474,-4.280205,-63.80922,12.710004
V9339,XX External Causes,3.9668353,-4.2326226,-63.46946,12.469908
V934,XX External Causes,3.8472164,-4.300168,-63.864727,12.707729
V936,XX External Causes,3.9138873,-4.2533717,-63.749447,12.686628
V938,XX External Causes,3.8725767,-4.2825837,-63.808517,12.635425
V939,XX External Causes,3.9211183,-4.2200465,-63.65042,12.597155
V94,XX External Causes,4.487421,-3.2549598,-48.723255,13.609546
V940,XX External Causes,4.4653234,-3.2459953,-49.140316,13.863685
V943,XX External Causes,4.4585695,-3.2428756,-49.3167,14.05737
V944,XX External Causes,4.4816966,-3.2585473,-49.015526,13.759502
V945,XX External Causes,4.4659734,-3.2421753,-49.12352,13.862697
V946,XX External Causes,4.4708834,-3.2476976,-49.07472,13.804578
V947,XX External Causes,4.472511,-3.2428837,-49.355934,14.169371
V948,XX External Causes,4.45743,-3.2493143,-49.393017,14.220066
V9489,XX External Causes,4.4703393,-3.2929935,-49.09303,13.856835
V949,XX External Causes,4.4572563,-3.2203877,-49.21025,13.970515
V95,XX External Causes,6.987085,-1.71287,-33.518303,8.145498
V950,XX External Causes,7.0098996,-1.6991231,-33.40094,8.068894
V951,XX External Causes,6.955426,-1.7496327,-33.47754,8.075878
V959,XX External Causes,6.982021,-1.7259189,-33.51463,8.042623
V960,XX External Causes,5.360603,-3.0630674,-43.78026,8.263504
V961,XX External Causes,5.3875384,-3.041537,-43.628788,8.34419
V962,XX External Causes,5.3546042,-3.0679343,-43.825665,8.195039
V968,XX External Causes,5.3764524,-3.0567038,-43.68704,8.264415
V972,XX External Causes,4.967876,-4.403195,-54.173702,1.1374273
V9729,XX External Causes,4.9905457,-4.406404,-53.886253,1.2000256
V973,XX External Causes,4.9919405,-4.390633,-53.891273,1.2017697
V9739,XX External Causes,5.069716,-4.360825,-53.58325,1.0428338
V9789,XX External Causes,4.995,-4.403171,-53.8169,1.0471587
V98,XX External Causes,4.8648176,-3.398389,-49.380188,10.050882
V988,XX External Causes,4.885578,-3.4143064,-49.16285,9.550909
V99,XX External Causes,4.957727,-3.3768926,-49.581593,8.928337
W00,XX External Causes,1.7216306,-5.5649123,-73.99122,25.5528
W000,XX External Causes,1.7336481,-5.54045,-72.95905,26.027508
W002,XX External Causes,1.7714947,-5.5100064,-72.95803,26.053965
W003,XX External Causes,1.8283168,-5.7399635,-72.35195,27.628147
W004,XX External Causes,1.7007881,-5.47864,-73.0904,26.025768
W005,XX External Causes,1.7727264,-5.4753666,-72.98972,26.01111
W006,XX External Causes,1.7190118,-5.540845,-72.978676,26.004541
W008,XX External Causes,1.7101755,-5.593118,-73.37431,26.024847
W009,XX External Causes,1.6858007,-5.6270304,-73.155106,26.222076
W01,XX External Causes,1.5585446,-5.933582,-71.91228,31.657688
W010,XX External Causes,1.4697247,-6.039731,-73.012505,31.145317
W0103,XX External Causes,1.4742386,-6.0344677,-72.66287,30.691786
W0108,XX External Causes,1.4756114,-6.0318193,-72.64965,30.691668
W0109,XX External Causes,1.4476442,-6.0603256,-72.6609,30.695726
W011,XX External Causes,1.6172827,-5.95899,-74.26296,30.946642
W012,XX External Causes,1.4672809,-6.024788,-72.98491,30.875628
W0124,XX External Causes,1.4810184,-6.0327597,-72.66963,30.685465
W013,XX External Causes,1.4701135,-6.030627,-72.49554,30.806484
W0131,XX External Causes,1.4717573,-6.03272,-72.66239,30.683865
W014,XX External Causes,1.4897702,-6.014026,-72.885864,30.800303
W0148,XX External Causes,1.4749521,-6.033139,-72.6651,30.689615
W0149,XX External Causes,1.509573,-6.0050964,-72.67174,30.688137
W015,XX External Causes,1.4077806,-6.0026546,-72.57279,31.044275
W0153,XX External Causes,1.4771513,-6.0203667,-72.658646,30.685589
W016,XX External Causes,1.4686743,-6.0327234,-72.697296,30.73581
W017,XX External Causes,1.4607642,-6.035638,-72.54668,30.779375
W018,XX External Causes,1.4516977,-6.050464,-72.49528,31.017473
W019,XX External Causes,1.4062638,-6.0739655,-72.817444,31.120522
W023,XX External Causes,2.00126,-5.357175,-71.33529,24.102417
W024,XX External Causes,2.0105445,-5.399917,-71.27102,24.18618
W025,XX External Causes,2.0383532,-5.3496447,-71.26463,24.150137
W028,XX External Causes,2.0653014,-5.368004,-71.24303,24.07177
W029,XX External Causes,1.9589169,-5.3598404,-71.440636,24.40963
W03,XX External Causes,2.9738145,-4.659051,-67.16875,17.089544
W030,XX External Causes,2.6779623,-4.660438,-69.08747,20.02579
W031,XX External Causes,2.658607,-4.685253,-69.22253,20.098303
W032,XX External Causes,2.6233926,-4.706119,-69.54171,20.355549
W033,XX External Causes,2.6935325,-4.638378,-69.07886,20.243244
W0330,XX External Causes,2.5949767,-4.7168646,-69.41404,20.21349
W034,XX External Causes,2.6414113,-4.690911,-69.304245,20.246809
W035,XX External Causes,2.5512767,-4.772898,-69.54964,20.440374
W038,XX External Causes,2.5793607,-4.6686244,-69.360535,20.199432
W0389,XX External Causes,2.6243427,-4.71915,-69.42156,20.193241
W039,XX External Causes,2.5810444,-4.7744327,-69.61867,20.733791
W044,XX External Causes,4.5030246,-4.2002606,-56.009464,6.777546
W045,XX External Causes,4.492909,-4.1649747,-55.97129,6.8172293
W049,XX External Causes,4.5047626,-4.207772,-56.038166,6.8627443
W050,XX External Causes,3.36854,-4.2017174,-66.78054,10.748428
W051,XX External Causes,3.2984493,-4.2566934,-67.23936,10.971412
W052,XX External Causes,3.3392732,-4.175992,-66.81936,10.727737
W054,XX External Causes,3.408958,-4.2308598,-66.73497,10.774713
W055,XX External Causes,3.3475192,-4.155442,-66.73223,10.736494
W059,XX External Causes,3.263663,-4.253115,-67.39563,11.008579
W060,XX External Causes,1.664339,-5.8989887,-74.73749,29.465107
W061,XX External Causes,1.7543995,-5.9361086,-75.22156,30.6866
W062,XX External Causes,1.7457026,-5.878606,-75.09682,30.097834
W065,XX External Causes,1.6954681,-5.868569,-74.761314,29.66189
W069,XX External Causes,1.8186781,-5.9317822,-75.12426,30.827183
W07,XX External Causes,1.5732303,-5.8497324,-74.3189,29.199682
W070,XX External Causes,1.6756035,-5.846121,-74.5454,29.103424
W071,XX External Causes,1.7006953,-5.811827,-74.601105,28.93512
W072,XX External Causes,1.6695194,-5.831713,-74.47283,29.184107
W073,XX External Causes,1.6872253,-5.883719,-74.29007,29.235357
W075,XX External Causes,1.6869208,-5.8499827,-74.70518,29.511702
W078,XX External Causes,1.6922629,-5.8652935,-74.291756,29.188229
W079,XX External Causes,1.6828241,-5.8675227,-74.65076,28.952791
W080,XX External Causes,2.4348614,-5.741285,-65.003204,30.254557
W081,XX External Causes,2.4501317,-5.747468,-64.8741,30.18201
W082,XX External Causes,2.4207194,-5.762881,-64.852394,30.194416
W084,XX External Causes,2.456496,-5.733861,-64.918724,30.167063
W085,XX External Causes,2.4955769,-5.7189193,-64.91126,30.171642
W088,XX External Causes,2.4735088,-5.7193294,-64.889786,30.170734
W089,XX External Causes,2.4307692,-5.731718,-64.93753,30.175457
W090,XX External Causes,3.755584,-4.454444,-63.246002,16.98323
W097,XX External Causes,3.7347956,-4.465374,-63.25808,16.97263
W098,XX External Causes,3.7077858,-4.5027084,-63.327335,17.005007
W099,XX External Causes,3.7234735,-4.501189,-63.265984,17.053724
W10,XX External Causes,1.9428138,-5.2996254,-71.27707,26.144981
W100,XX External Causes,1.8552182,-5.298259,-71.74966,26.079138
W1003,XX External Causes,1.9054842,-5.2813015,-71.28305,26.120243
W101,XX External Causes,1.9379541,-5.3263607,-71.289314,26.170105
W102,XX External Causes,1.9035652,-5.242916,-69.97022,26.311954
W103,XX External Causes,1.9292268,-5.2826023,-71.09589,26.230007
W104,XX External Causes,1.9135684,-5.352109,-70.88181,27.010967
W105,XX External Causes,1.8972793,-5.2583437,-71.25844,26.273918
W1059,XX External Causes,1.9195929,-5.3047514,-71.28731,26.119043
W106,XX External Causes,1.9074775,-5.2906947,-71.27563,26.12085
W108,XX External Causes,1.9979496,-5.2203035,-71.298485,25.246393
W109,XX External Causes,1.8860517,-5.333946,-71.83066,25.86729
W1090,XX External Causes,1.8973209,-5.310629,-71.28698,26.119848
W11,XX External Causes,1.8626902,-5.2161355,-69.51219,26.79277
W110,XX External Causes,1.8211215,-5.241734,-70.46126,26.45519
W112,XX External Causes,1.8327863,-5.261702,-70.072784,26.80752
W114,XX External Causes,1.8562204,-5.255602,-70.19824,26.83224
W115,XX External Causes,1.8523568,-5.20286,-69.68623,26.893053
W116,XX External Causes,1.8721529,-5.203896,-69.128075,26.483528
W117,XX External Causes,1.864296,-5.2093153,-70.0705,26.7442
W118,XX External Causes,1.8609973,-5.236569,-69.77484,26.83592
W119,XX External Causes,1.8677851,-5.225725,-70.04386,26.74443
W1199,XX External Causes,1.8542608,-5.2138486,-69.87296,26.812504
W12,XX External Causes,4.087797,-4.140223,-57.87233,10.6937685
W120,XX External Causes,4.0858397,-4.1202636,-57.8626,10.807273
W122,XX External Causes,3.9202995,-4.187833,-58.036472,10.997452
W126,XX External Causes,3.9488597,-4.1783657,-58.229176,11.253326
W128,XX External Causes,4.0459223,-4.1249003,-58.00209,10.944991
W129,XX External Causes,4.009253,-4.1398587,-58.158375,10.841865
W1299,XX External Causes,4.0135646,-4.1827683,-57.930195,10.858682
W13,XX External Causes,2.9868119,-4.724595,-68.53397,18.67458
W130,XX External Causes,2.868078,-4.770439,-68.429985,18.698164
W132,XX External Causes,2.9415452,-4.7362676,-68.48148,18.714964
W133,XX External Causes,2.938876,-4.755478,-68.74249,18.794415
W134,XX External Causes,2.9385817,-4.7173376,-68.306114,18.654882
W135,XX External Causes,2.9271114,-4.7768073,-68.531494,18.866732
W136,XX External Causes,3.0827012,-4.713351,-68.12819,18.388514
W138,XX External Causes,2.9974174,-4.698219,-68.29382,18.169048
W139,XX External Causes,2.91054,-4.770018,-68.65949,18.991468
W14,XX External Causes,2.7433832,-5.610625,-63.02389,29.259125
W140,XX External Causes,2.690653,-5.5976586,-62.993904,29.283241
W148,XX External Causes,2.8151326,-5.519766,-63.03399,29.220932
W149,XX External Causes,2.6676838,-5.6390133,-63.23554,29.32728
W15,XX External Causes,4.920356,-4.476257,-55.14688,1.4736617
W153,XX External Causes,4.939138,-4.5258293,-55.202705,1.4319055
W158,XX External Causes,4.894605,-4.48941,-55.34602,1.7225223
W159,XX External Causes,4.950491,-4.450164,-55.021683,1.400172
W160,XX External Causes,4.4566836,-4.040702,-55.929554,8.879404
W163,XX External Causes,4.4437356,-4.0701404,-55.881355,8.77373
W168,XX External Causes,4.5207834,-4.041135,-55.803513,8.731198
W169,XX External Causes,4.5105734,-4.029788,-55.753567,8.713282
W17,XX External Causes,2.105178,-5.6776304,-68.91323,28.619638
W170,XX External Causes,2.0457547,-5.5276065,-69.6262,27.885017
W171,XX External Causes,2.1233463,-5.6851597,-68.8325,28.566334
W172,XX External Causes,2.1360583,-5.671205,-68.90325,28.648388
W173,XX External Causes,2.109587,-5.7023883,-68.929245,28.573822
W174,XX External Causes,2.0839033,-5.7039375,-68.99578,28.670115
W175,XX External Causes,2.1520507,-5.6903577,-68.86679,29.15053
W176,XX External Causes,2.0732467,-5.657289,-69.31729,28.4683
W177,XX External Causes,2.1056366,-5.6787567,-68.923775,28.617804
W178,XX External Causes,2.1114407,-5.6901226,-68.789185,28.780354
W1781,XX External Causes,2.1483126,-5.678321,-68.45615,28.300325
W1789,XX External Causes,2.090346,-5.715555,-69.27279,28.315315
W179,XX External Causes,1.8965274,-5.312025,-70.50408,26.864546
W1799,XX External Causes,2.140086,-5.7090573,-68.8793,28.623713
W18,XX External Causes,1.822234,-5.9139767,-71.90459,29.101028
W180,XX External Causes,1.6380157,-5.718798,-74.251724,28.692272
W1800,XX External Causes,1.8161093,-5.8957677,-72.426605,29.067013
W1809,XX External Causes,1.8092182,-5.8934875,-72.49329,29.092005
W181,XX External Causes,1.8437853,-5.8855805,-73.113754,29.156324
W182,XX External Causes,1.7772175,-5.889259,-75.35352,30.319048
W183,XX External Causes,1.8280993,-5.9141603,-71.20989,29.44058
W1830,XX External Causes,1.8557879,-5.8882213,-71.7691,29.079044
W184,XX External Causes,1.7900898,-5.8634853,-73.28214,28.84446
W1848,XX External Causes,1.8423026,-5.91169,-72.51082,29.086031
W1849,XX External Causes,1.9529008,-5.898648,-71.762215,28.417068
W185,XX External Causes,1.7846888,-5.872332,-72.74467,29.131376
W186,XX External Causes,1.8366995,-5.889577,-72.45638,29.094091
W187,XX External Causes,1.8184556,-5.8997474,-72.49637,29.08494
W188,XX External Causes,1.8147675,-5.9102693,-71.474884,29.476181
W189,XX External Causes,1.8342708,-5.8998504,-72.85813,29.138355
W1893,XX External Causes,1.8073189,-5.898762,-72.45913,29.096184
W1899,XX External Causes,1.823784,-5.878618,-72.46985,29.100042
W19,XX External Causes,1.691418,-5.6062922,-74.34976,25.410315
W190,XX External Causes,1.7073245,-5.564334,-74.668236,27.794342
W1908,XX External Causes,1.7210054,-5.5660553,-74.25522,27.073643
W1909,XX External Causes,1.7239547,-5.54246,-74.25931,27.077864
W191,XX External Causes,1.7483411,-5.9236655,-75.49036,29.350092
W192,XX External Causes,1.6685874,-5.8305187,-75.3534,28.74671
W193,XX External Causes,1.7897401,-5.6605015,-73.29522,27.289398
W194,XX External Causes,1.7119608,-5.802358,-73.52791,28.337152
W195,XX External Causes,1.7157031,-5.5960846,-74.15681,27.047956
W1959,XX External Causes,1.701171,-5.561793,-74.263466,27.080328
W196,XX External Causes,1.7056705,-5.5520635,-74.25708,27.064629
W197,XX External Causes,1.7126153,-5.5881014,-74.266594,27.050646
W198,XX External Causes,1.7216146,-5.5563974,-73.84497,27.120512
W199,XX External Causes,1.7194166,-5.5311766,-74.90168,26.550077
W200,XX External Causes,3.1237538,-4.3776426,-69.3259,13.756477
W202,XX External Causes,3.1589515,-4.440225,-69.37435,13.464226
W203,XX External Causes,3.149772,-4.385822,-69.36268,13.457792
W204,XX External Causes,3.143623,-4.3642087,-69.32655,13.508885
W205,XX External Causes,3.173098,-4.389825,-69.35807,13.489286
W2052,XX External Causes,3.173607,-4.3926363,-69.35621,13.468547
W206,XX External Causes,3.1373177,-4.351777,-69.42223,13.582057
W2062,XX External Causes,3.1044269,-4.3948555,-69.36242,13.461865
W207,XX External Causes,3.1263857,-4.387935,-69.304016,13.488986
W208,XX External Causes,3.0763261,-4.344743,-69.332054,13.915433
W209,XX External Causes,3.1428642,-4.397095,-69.39499,13.559889
W210,XX External Causes,3.2553396,-4.7861404,-71.24736,12.954638
W212,XX External Causes,3.2740808,-4.75816,-71.17404,12.961153
W213,XX External Causes,3.2030618,-4.776314,-71.42577,12.94166
W218,XX External Causes,3.230979,-4.7510953,-71.139084,12.9419155
W2189,XX External Causes,3.207652,-4.6543818,-71.014,12.871957
W219,XX External Causes,3.2228591,-4.7390347,-71.1178,12.894435
W22,XX External Causes,2.5504708,-5.1892385,-72.590195,19.323578
W220,XX External Causes,2.3969018,-5.260874,-73.37725,19.50102
W2209,XX External Causes,2.5674846,-5.1907997,-72.52376,19.359121
W221,XX External Causes,2.5265,-5.1394053,-72.68446,19.65908
W222,XX External Causes,2.5471392,-5.3266735,-74.38041,18.86402
W223,XX External Causes,2.5800123,-5.142141,-72.10573,18.781454
W224,XX External Causes,2.526735,-5.2807345,-73.071556,19.70286
W225,XX External Causes,2.556353,-5.1109395,-72.30569,19.591444
W226,XX External Causes,2.5449898,-5.308181,-73.53904,18.717226
W228,XX External Causes,2.5362418,-5.2945776,-73.6111,18.840319
W229,XX External Causes,2.527494,-5.107369,-72.500015,19.378368
W230,XX External Causes,3.5304227,-5.3458652,-77.51047,12.495284
W232,XX External Causes,3.535396,-5.3111315,-77.34391,12.775852
W233,XX External Causes,3.5040443,-5.390281,-77.514275,12.377981
W234,XX External Causes,3.5053887,-5.2691703,-77.33683,12.733921
W235,XX External Causes,3.5218754,-5.204263,-77.16093,12.593724
W2352,XX External Causes,3.5528321,-5.3011985,-77.473305,12.666371
W236,XX External Causes,3.527445,-5.3559623,-77.79063,12.489758
W237,XX External Causes,3.541156,-5.3510637,-77.630684,12.686353
W238,XX External Causes,3.5432832,-5.356379,-77.54916,12.503506
W239,XX External Causes,3.5030265,-5.294397,-77.15428,12.449686
W2399,XX External Causes,3.5413523,-5.35633,-77.56868,12.712465
W240,XX External Causes,3.7949271,-4.5903053,-54.40267,20.782337
W245,XX External Causes,3.8963127,-4.505377,-54.34324,20.786707
W246,XX External Causes,3.7557309,-4.6745095,-54.44483,20.772545
W248,XX External Causes,3.8680382,-4.512635,-54.32279,20.808489
W249,XX External Causes,3.828839,-4.678579,-54.367928,20.753206
W25,XX External Causes,3.4816165,-5.853435,-79.5737,16.19263
W250,XX External Causes,3.5064127,-5.861382,-79.07456,16.061148
W2503,XX External Causes,3.5186353,-5.844553,-79.15156,16.078255
W2509,XX External Causes,3.5177786,-5.8597836,-79.23831,16.121462
W252,XX External Causes,3.4668927,-5.866107,-79.663956,16.199467
W253,XX External Causes,3.5487037,-5.8114285,-79.12453,16.091198
W255,XX External Causes,3.5091872,-5.853486,-79.20585,16.096436
W2552,XX External Causes,3.525395,-5.8646345,-79.20411,16.100336
W256,XX External Causes,3.5093193,-5.8914685,-79.53872,16.243092
W258,XX External Causes,3.530596,-5.835739,-79.09396,16.17717
W259,XX External Causes,3.4971464,-5.89052,-79.326324,15.579476
W26,XX External Causes,3.5066059,-5.861736,-78.03365,15.812396
W260,XX External Causes,3.4967275,-5.8506274,-77.74685,15.272849
W2603,XX External Causes,3.5053868,-5.867992,-78.006546,15.793585
W2609,XX External Causes,3.5168605,-5.8633127,-78.0456,15.811276
W261,XX External Causes,3.4989157,-5.8836417,-78.35765,16.038944
W262,XX External Causes,3.5091991,-5.860389,-78.300964,15.878435
W265,XX External Causes,3.5227194,-5.862469,-77.83333,15.834943
W266,XX External Causes,3.508449,-5.866568,-78.10335,15.825305
W268,XX External Causes,3.517528,-5.881014,-78.05624,16.201359
W269,XX External Causes,3.5092506,-5.8515534,-78.20466,16.139612
W27,XX External Causes,3.4814055,-5.8648305,-78.35389,15.074838
W270,XX External Causes,3.459848,-6.0485106,-78.80058,14.166748
W2703,XX External Causes,3.4748201,-5.892752,-78.364296,15.053995
W2709,XX External Causes,3.471126,-5.9068556,-78.3931,15.103235
W272,XX External Causes,3.4791214,-5.921601,-78.37654,15.033773
W275,XX External Causes,3.4802191,-5.9238214,-78.42091,14.998537
W276,XX External Causes,3.4574244,-5.926811,-78.7628,14.761133
W278,XX External Causes,3.4777238,-5.922788,-78.57129,14.38515
W279,XX External Causes,3.477125,-5.900745,-77.85084,14.900151
W2799,XX External Causes,3.4455209,-5.9179063,-78.19505,15.136349
W28,XX External Causes,3.4370596,-4.7530875,-70.5962,10.766377
W280,XX External Causes,3.4212813,-4.740007,-70.59928,10.865917
W289,XX External Causes,3.4772582,-4.8491764,-70.65245,10.768859
W29,XX External Causes,3.526344,-5.097783,-76.108,14.386789
W290,XX External Causes,3.503833,-5.1215267,-76.20979,14.101446
W291,XX External Causes,3.515651,-5.132896,-76.12831,14.363662
W292,XX External Causes,3.512446,-5.105205,-76.11291,14.359352
W295,XX External Causes,3.5029929,-5.101462,-76.06675,14.359377
W296,XX External Causes,3.5200047,-5.1361604,-76.0564,14.386582
